Kind Words,2019,Popcannibal,PC (Microsoft Windows) / Mac / Linux,free,-
Ni no Kuni: Wrath of the White Witch Remastered,2019,Level-5,PC (Microsoft Windows) / PlayStation 4,free,Allie/Esther/Oliver
Pilgrims,2019,Amanita Design,PC (Microsoft Windows) / Mac / iOS / Linux,free,-
Sunless Skies,2019,Failbetter Games,PlayStation 4 / Nintendo Switch / Xbox One / PC (Microsoft Windows) / Mac,free,-
MediEvil,2019,Other Ocean Interactive,PlayStation 4,free,Daniel Fortesque
Bloodstained: Ritual of the Night,2019,ArtPlay,Xbox One / Google Stadia / PlayStation 4 / PC (Microsoft Windows) / Nintendo Switch / iOS,free,-
Beat Saber,2018,Hyperbolic Magnetism,PlayStation VR / SteamVR / Oculus Rift / Oculus Quest / Windows Mixed Reality / Oculus Quest 2,free,-
DEVOTION,2019,Red Candle Games,PC (Microsoft Windows) / Mac,free,-
Mario & Sonic at the Olympic Games Tokyo 2020,2019,Sega,Nintendo Switch,free,-
Devil May Cry 5,2019,Capcom,PlayStation 4 / PC (Microsoft Windows) / Xbox One,free,V
Lost Ember,2019,Mooneye Studios,PlayStation 4 / Nintendo Switch / Xbox One / PC (Microsoft Windows),free,-
Shovel Knight: King of Cards,2019,Yacht Club Games,Nintendo 3DS / PC (Microsoft Windows) / PlayStation Vita / Xbox One / PlayStation 3 / Wii U / PlayStation 4 / Linux / Mac / Nintendo Switch / Amazon Fire TV,free,-
Mortal Kombat 11,2019,NetherRealm Studios,PlayStation 4 / Nintendo Switch / PC (Microsoft Windows) / Xbox One / Google Stadia / PlayStation 5 / Xbox Series X|S,free,-
Sid Meier's Civilization VI: Gathering Storm,2019,Firaxis Games,PC (Microsoft Windows) / Mac / Linux,free,-
The Legend of Zelda: Link's Awakening (Remake),2019,GREZZO Co.Ltd.,Nintendo Switch,free,-
Control,2019,Remedy Entertainment,PlayStation 4 / Xbox One / PC (Microsoft Windows) / Google Stadia / PlayStation 5,free,Jesse Faden
Hypnospace Outlaw,2019,ThatWhichIs Media,Mac / Xbox One / Linux / Nintendo Switch / PlayStation 4 / PC (Microsoft Windows),free,-
198X,2019,Hi-Bit Studios,PlayStation 4 / PC (Microsoft Windows) / Xbox One / Nintendo Switch,free,-
Metro Exodus,2019,4A Games,Xbox One / PC (Microsoft Windows) / Xbox Series X|S / PlayStation 5 / PlayStation 4 / Google Stadia,free,Artyom 
Superliminal,2019,Pillow Castle,PC (Microsoft Windows) / Nintendo Switch / PlayStation 4 / Xbox One / Linux / Mac,free,-
A Plague Tale: Innocence,2019,Asobo Studio,PlayStation 4 / Xbox Series X|S / PlayStation 5 / Xbox One / PC (Microsoft Windows),free,Amicia
Luigi's Mansion 3,2019,Next Level Games,Nintendo Switch,free,-
Cytus Alpha,2019,Rayark Inc.,Nintendo Switch,free,-
PICROSS LORD OF THE NAZARICK,2019,Jupiter Corporation,Nintendo Switch,free,-
Puzzle Quest: The Legend Returns,2019,Infinite Interactive,Nintendo Switch,free,-
Risk of Rain 2,2019,Hopoo Games,PC (Microsoft Windows) / Google Stadia / Xbox One / Nintendo Switch / PlayStation 4,free,-
Creature in the Well,2019,Flight School Studio,PlayStation 4 / Nintendo Switch / PC (Microsoft Windows) / Xbox One,free,-
Ace Combat 7: Skies Unknown,2019,Project Aces,PlayStation 4 / PC (Microsoft Windows) / Xbox One,free,-
Divinity: Original Sin II - Definitive Edition,2018,Larian Studios,Xbox One / PC (Microsoft Windows) / Mac / PlayStation 4 / Nintendo Switch,free,Lohse/Fane/Sebille/Beast
Apex Legends,2019,Respawn Entertainment,Xbox One / PC (Microsoft Windows) / Mac / PlayStation 4 / Nintendo Switch,free,-
Resident Evil 2 (Remake),2019,Capcom,PC (Microsoft Windows) / PlayStation 4 / Xbox One / Nintendo Switch,free,-
Gears 5,2019,The Coalition,PC (Microsoft Windows) / Xbox One / Xbox Series X|S,free,Kait Diaz
Tom Clancy's The Division 2,2019,Massive Entertainment - A Ubisoft Studio,Google Stadia / PlayStation 4 / Xbox One / PC (Microsoft Windows),free,-
Super Mario Maker 2,2019,Nintendo,Nintendo Switch,free,-
Star Wars Jedi: Fallen Order,2019,Respawn Entertainment,PlayStation 4 / Xbox One / Xbox Series X|S / PC (Microsoft Windows) / PlayStation 5 / Google Stadia,free,Cal Kestis
Baba is You,2019,hempuli,Android / iOS / Mac / Linux / Nintendo Switch / PC (Microsoft Windows),free,-
Kingdom Hearts III,2019,Square Enix,Xbox One / PlayStation 4 / PC (Microsoft Windows),free,Sora/Riku/Kairi
Astral Chain,2019,Platinum Games,Nintendo Switch,free,Akira Howard
TETRIS 99,2019,Alper Sarıkaya,Nintendo Switch,free,-
Borderlands 3,2019,Gearbox Software,PlayStation 4 / PlayStation 5 / Xbox One / PC (Microsoft Windows) / Google Stadia / Xbox Series X|S,free,Amara
Telling Lies,2019,Sam Barlow,Xbox One / Nintendo Switch / PC (Microsoft Windows) / Mac / PlayStation 4,free,-
Sayonara Wild Hearts,2019,Simogo,Xbox One / PC (Microsoft Windows) / Mac / PlayStation 4 / Nintendo Switch / iOS,free,-
Untitled Goose Game,2019,House House,Nintendo Switch / PlayStation 4 / Xbox One / PC (Microsoft Windows) / Mac,free,-
Pokémon Sword and Shield,2019,Game Freak,Nintendo Switch,free,Magnolia
Total War: Three Kingdoms,2019,The Creative Assembly,PC (Microsoft Windows) / Mac / Linux,free,-
Cadence of Hyrule,2019,Brace Yourself Games,Nintendo Switch,free,-
Remnant: From the Ashes,2019,Gunfire Games,PlayStation 5 / PlayStation 4 / PC (Microsoft Windows) / Xbox One,free,-
Manifold Garden,2019,William Chyr Studio,Mac / Xbox One / PlayStation 5 / Nintendo Switch / PlayStation 4 / iOS / PC (Microsoft Windows) / Xbox Series X|S,free,-
Katana ZERO,2019,Askiisoft,Mac / Xbox One / Nintendo Switch / PC (Microsoft Windows),free,-
The Dark Pictures Anthology: Man of Medan,2019,Supermassive Games,Xbox One / PlayStation 4 / PC (Microsoft Windows),free,Conrad/Alex Smith
Persona Q2: New Cinema Labyrinth,2018,Atlus,Nintendo 3DS,free,Yukari Kateba/Jumpei Iori
Candleman: The Complete Journey,2018,Spotlightor Interactive,PC (Microsoft Windows),free,-
Rolling Gunner,2018,Project Rolling Gunner,PC (Microsoft Windows) / Nintendo Switch,free,-
CrossCode,2018,Radical Fish Games,PlayStation 4 / PC (Microsoft Windows) / PlayStation 5 / Linux / Mac / Nintendo Switch / Xbox One,free,Lea
Mark of the Ninja Remastered,2018,Klei Entertainment,PC (Microsoft Windows) / Nintendo Switch / Linux / Mac / PlayStation 4 / Xbox One,free,-
Sonic Mania Plus,2018,Headcannon,Xbox One / PlayStation 4 / Nintendo Switch,free,Tails/Knuckles
God of War,2018,Santa Monica Studio,PlayStation 4,free,Kratos/Atreus
ASTRO BOT: Rescue Mission,2018,Japan Studio,PlayStation VR,free,-
Light Fall,2018,Bishop Games,Nintendo Switch / PC (Microsoft Windows) / Mac,free,-
Red Dead Redemption 2,2018,Rockstar Games,PC (Microsoft Windows) / PlayStation 4 / Xbox One / Google Stadia,free,Arthur Morgan/Dutch/Micah
Football Manager 2019,2018,Sports Interactive,Nintendo Switch / Mac / PC (Microsoft Windows),free,-
Mario + Rabbids Kingdom Battle: Donkey Kong Adventure,2018,Ubisoft Milan,Nintendo Switch,free,-
Lethal League Blaze,2018,Team Reptile,Xbox One / Linux / PlayStation 4 / PC (Microsoft Windows) / Mac / Nintendo Switch,free,-
The Banner Saga 3,2018,Stoic,Nintendo Switch / Mac / Android / PlayStation 4 / iOS / Xbox One / PC (Microsoft Windows),free,Rook
Splatoon 2: Octo Expansion,2018,Nintendo,Nintendo Switch,free,-
Detective Pikachu,2018,Creatures Inc.,Nintendo 3DS,free,Tim Goodman
Wandersong,2018,Greg Lobanov,Nintendo Switch / Mac / Xbox One / PC (Microsoft Windows) / PlayStation 4,free,-
Monster Boy and the Cursed Kingdom,2018,Game Atelier,PlayStation 4 / Nintendo Switch / Xbox One / PC (Microsoft Windows) / Google Stadia,free,Jin
Mega Man X Legacy Collection,2018,Capcom,PlayStation 4 / PC (Microsoft Windows) / Nintendo Switch / Xbox One,free,-
Marvel's Spider-Man,2018,Insomniac Games,PlayStation 4,free,Wilson Fisk
Celeste,2018,Extremely OK Games,Google Stadia / Mac / PC (Microsoft Windows) / PlayStation 4 / Xbox One / Linux / Nintendo Switch,free,Madeline
Tetris Effect,2018,Monstars Inc.,Oculus Rift / Oculus Quest / PlayStation 4 / PlayStation VR / PC (Microsoft Windows) / SteamVR,free,-
Thronebreaker: The Witcher Tales,2018,CD Projekt RED,Xbox One / PC (Microsoft Windows) / iOS / PlayStation 4 / Nintendo Switch,free,-
Spyro Reignited Trilogy,2018,Toys for Bob,Nintendo Switch / PlayStation 4 / Xbox One / PC (Microsoft Windows),free,-
Dark Souls: Remastered,2018,FromSoftware,PlayStation 4 / Xbox One / PC (Microsoft Windows) / Nintendo Switch,free,Solaire
Kingdom Two Crowns,2018,Noio,PC (Microsoft Windows) / PlayStation 4 / Nintendo Switch / Xbox One / iOS / Mac,free,-
Frostpunk,2018,11 bit studios,PlayStation 4 / Xbox One / Mac / PC (Microsoft Windows),free,-
Monster Hunter: World,2018,Capcom,Xbox One / PC (Microsoft Windows) / PlayStation 4,free,-
Dragon Ball FighterZ,2018,Arc System Works,PC (Microsoft Windows) / Xbox One / PlayStation 4 / Nintendo Switch,free,-
Deltarune: Chapter 1,2018,8-4,Mac / Nintendo Switch / PlayStation 4 / PC (Microsoft Windows),free,Kris
Judgment,2018,Ryū Ga Gotoku Studios,PlayStation 4 / Xbox Series X|S / PlayStation 5 / Google Stadia,free,Takayuki Yagami
Dead Cells,2018,Motion Twin,Android / Linux / Nintendo Switch / iOS / PC (Microsoft Windows) / Mac / PlayStation 4 / Xbox One,free,-
Assassin's Creed: Odyssey,2018,Ubisoft Québec,PlayStation 4 / Xbox One / PlayStation 5 / Google Stadia / PC (Microsoft Windows),free,Alexios/Kassandra
Pillars of Eternity II: Deadfire,2018,Obsidian Entertainment,PlayStation 4 / Xbox One / Linux / Mac / PC (Microsoft Windows) / Nintendo Switch,free,-
Detroit: Become Human,2018,Quantic Dream,PC (Microsoft Windows) / PlayStation 4,free,Connor
HITMAN 2,2018,IO Interactive,PlayStation 4 / PC (Microsoft Windows) / Xbox One / Google Stadia,free,-
SoulCalibur VI,2018,Project Soul,PC (Microsoft Windows) / Xbox One / PlayStation 4,free,-
Overcooked! 2,2018,Ghost Town Games,PC (Microsoft Windows) / Mac / Linux / PlayStation 4 / Nintendo Switch / Xbox One,free,-
GRIS,2018,Nomada Studio,PC (Microsoft Windows) / Nintendo Switch / PlayStation 4 / Android / Mac / iOS,free,-
The Messenger,2018,Sabotage,Xbox One / Nintendo Switch / PC (Microsoft Windows) / PlayStation 4,free,-
Guacamelee! 2,2018,Drinkbox Studios,PC (Microsoft Windows) / PlayStation 4 / Xbox One / Nintendo Switch,free,-
Valkyria Chronicles 4,2018,Sega,PlayStation 4 / Nintendo Switch / Xbox One,free,Claude Wallace/Riley Miller
Pathfinder: Kingmaker,2018,Owlcat Games,Xbox One / Mac / PlayStation 4 / PC (Microsoft Windows) / Linux,free,-
Forza Horizon 4,2018,Forza Horizon 4,Xbox Series X|S / PC (Microsoft Windows) / Xbox One,free,-
Octopath Traveler,2018,Square Enix,Xbox One / Nintendo Switch / PC (Microsoft Windows) / Google Stadia,free,Ophilia/Cyrus/Tressa/Alfyn
Unravel Two,2018,ColdWood Interactive,PC (Microsoft Windows) / Nintendo Switch / Xbox One / PlayStation 4,free,-
NHL 19,2018,EA Canada,PlayStation 4 / Xbox One,free,-
The Walking Dead: The Final Season,2018,Telltale Games,Nintendo Switch / PlayStation 4 / Xbox One / PC (Microsoft Windows),free,-
A Way Out,2018,Hazelight Studios,Xbox One / PC (Microsoft Windows) / PlayStation 4,free,Leo/Vincent
RimWorld,2018,Ludeon Studios,PC (Microsoft Windows) / Mac / Linux,free,-
Into the Breach,2018,Subset Games,Linux / Nintendo Switch / PC (Microsoft Windows) / Mac / Google Stadia,free,-
Florence,2018,Mountains,Nintendo Switch / iOS / Mac / Android / PC (Microsoft Windows),free,-
Steins;Gate Elite,2018,MAGES.,Nintendo Switch / PlayStation Vita / PlayStation 4 / iOS / PC (Microsoft Windows),free,Rintaro Okabe
Final Fantasy XV: Pocket Edition,2018,Square Enix,iOS / Android / PC (Microsoft Windows) / Xbox One / Nintendo Switch / PlayStation 4,free,-
